x,y,z,id,u,v,phi
0.00447,0.0002,0,0,0.30048933668314,0.52198956962737,0.49507771513087
0.0044701568627451,0.0002,0,1.5686274509787e-07,0.30048933667468,0.52198956951303,0.49507771512996
0.0044703137254902,0.0002,0,3.1372549019575e-07,0.30048933668314,0.52198956962737,0.49507771513087
0.0044704705882353,0.0002,0,4.7058823529449e-07,0.30048933668313,0.52198956962736,0.49507771513087
0.0044706274509804,0.0002,0,6.2745098039236e-07,0.30048933668313,0.52198956962736,0.49507771513087
0.0044707843137255,0.0002,0,7.8431372549023e-07,0.30048933667467,0.52198956951303,0.49507771512996
0.0044709411764706,0.0002,0,9.4117647058811e-07,0.30048933668313,0.52198956962736,0.49507771513087
0.0044710980392157,0.0002,0,1.098039215686e-06,0.30048933668313,0.52198956962736,0.49507771513087
0.0044712549019608,0.0002,0,1.2549019607847e-06,0.30048933667467,0.52198956951302,0.49507771512996
0.0044714117647059,0.0002,0,1.4117647058826e-06,0.30048933667467,0.52198956951302,0.49507771512996
0.004471568627451,0.0002,0,1.5686274509805e-06,0.30048933668313,0.52198956962735,0.49507771513087
0.0044717254901961,0.0002,0,1.7254901960783e-06,0.30048933667467,0.52198956951302,0.49507771512996
0.0044718823529412,0.0002,0,1.8823529411762e-06,0.30048933668313,0.52198956962735,0.49507771513087
0.0044720392156863,0.0002,0,2.0392156862741e-06,0.30048933667466,0.52198956951301,0.49507771512996
0.0044721960784314,0.0002,0,2.1960784313728e-06,0.30048933667466,0.52198956951301,0.49507771512996
0.0044723529411765,0.0002,0,2.3529411764707e-06,0.3004893366662,0.52198956939867,0.49507771512905
0.0044725098039216,0.0002,0,2.5098039215686e-06,0.30048933667466,0.52198956951301,0.49507771512996
0.0044726666666667,0.0002,0,2.6666666666664e-06,0.3004893366662,0.52198956939867,0.49507771512905
0.0044728235294118,0.0002,0,2.8235294117643e-06,0.3004893366662,0.52198956939867,0.49507771512905
0.0044729803921569,0.0002,0,2.9803921568631e-06,0.30048933667466,0.521989569513,0.49507771512996
0.004473137254902,0.0002,0,3.1372549019609e-06,0.30048933667466,0.521989569513,0.49507771512996
0.0044732941176471,0.0002,0,3.2941176470588e-06,0.30048933667466,0.521989569513,0.49507771512996
0.0044734509803922,0.0002,0,3.4509803921567e-06,0.30048933667466,0.521989569513,0.49507771512996
0.0044736078431373,0.0002,0,3.6078431372545e-06,0.30048933668312,0.52198956962733,0.49507771513087
0.0044737647058824,0.0002,0,3.7647058823533e-06,0.30048933667465,0.52198956951299,0.49507771512996
0.0044739215686275,0.0002,0,3.9215686274512e-06,0.30048933667465,0.52198956951299,0.49507771512996
0.0044740784313725,0.0002,0,4.078431372549e-06,0.30048933668311,0.52198956962733,0.49507771513087
0.0044742352941176,0.0002,0,4.2352941176469e-06,0.30048933667465,0.52198956951299,0.49507771512996
0.0044743921568627,0.0002,0,4.3921568627448e-06,0.30048933667465,0.52198956951299,0.49507771512996
0.0044745490196078,0.0002,0,4.5490196078435e-06,0.30048933668311,0.52198956962732,0.49507771513087
0.0044747058823529,0.0002,0,4.7058823529414e-06,0.30048933667465,0.52198956951298,0.49507771512996
0.004474862745098,0.0002,0,4.8627450980393e-06,0.30048933666619,0.52198956939865,0.49507771512905
0.0044750196078431,0.0002,0,5.0196078431371e-06,0.30048933668311,0.52198956962732,0.49507771513087
0.0044751764705882,0.0002,0,5.176470588235e-06,0.30048933668311,0.52198956962731,0.49507771513087
0.0044753333333333,0.0002,0,5.3333333333338e-06,0.30048933667464,0.52198956951298,0.49507771512996
0.0044754901960784,0.0002,0,5.4901960784316e-06,0.3004893366831,0.52198956962731,0.49507771513087
0.0044756470588235,0.0002,0,5.6470588235295e-06,0.30048933667464,0.52198956951297,0.49507771512996
0.0044758039215686,0.0002,0,5.8039215686274e-06,0.30048933667464,0.52198956951297,0.49507771512996
0.0044759607843137,0.0002,0,5.9607843137252e-06,0.3004893366831,0.52198956962731,0.49507771513087
0.0044761176470588,0.0002,0,6.1176470588231e-06,0.3004893366831,0.5219895696273,0.49507771513087
0.0044762745098039,0.0002,0,6.2745098039219e-06,0.3004893366831,0.5219895696273,0.49507771513087
0.004476431372549,0.0002,0,6.4313725490197e-06,0.3004893366831,0.5219895696273,0.49507771513087
0.0044765882352941,0.0002,0,6.5882352941176e-06,0.30048933667464,0.52198956951296,0.49507771512996
0.0044767450980392,0.0002,0,6.7450980392155e-06,0.30048933666618,0.52198956939863,0.49507771512906
0.0044769019607843,0.0002,0,6.9019607843133e-06,0.3004893366831,0.5219895696273,0.49507771513087
0.0044770588235294,0.0002,0,7.0588235294121e-06,0.30048933667463,0.52198956951296,0.49507771512996
0.0044772156862745,0.0002,0,7.21568627451e-06,0.30048933668309,0.52198956962729,0.49507771513087
0.0044773725490196,0.0002,0,7.3725490196078e-06,0.30048933668309,0.52198956962729,0.49507771513087
0.0044775294117647,0.0002,0,7.5294117647057e-06,0.30048933667463,0.52198956951295,0.49507771512996
